generations,population,crossover,mutation,elitism,bits,score,avg_fitness,std_dev
16,90,0.7955,0.0488,0.5655,11,3.760098232015124,1.6426290620897628,1.0349383398507228
16,90,0.7833,0.0488,0.5655,11,3.9878259261624387,1.8131539257101974,1.1493440009044829
16,90,0.7335,0.0488,0.5885,11,4.148064066197555,2.2017114273977434,0.6927052775996222
16,90,0.7335,0.0488,0.5655,11,4.20804072506056,2.2614025098306407,0.6932764304598362
16,90,0.7335,0.0488,0.5655,11,4.20867116479649,2.1134655368948856,0.9904112558032093
16,90,0.7335,0.0488,0.6179,11,4.301368038340252,2.484388786021294,0.4339585046379157
16,90,0.7335,0.0488,0.5655,11,4.6060560462427915,2.221644932462778,1.5688222275600254
16,90,0.7335,0.0488,0.5655,11,5.432145463916253,2.957247138852146,1.7497966501282143
16,90,0.7335,0.0488,0.5655,11,5.644056871993133,3.161175006964754,1.7657637300567586
16,90,0.7335,0.0488,0.5655,29,5.674068188897998,3.4441134622424308,1.2599094533111355
16,20,0.7335,0.0488,0.5655,11,7.708526375818728,5.516850441970497,1.1833518676964614
16,90,0.7335,0.0488,0.5655,11,3.266046111865038,1.45698706971523,0.41811808429961567
16,90,0.7955,0.0488,0.5655,11,3.290940688814027,1.1959219718740262,0.9900374338800023
16,90,0.7335,0.0488,0.5655,11,3.305985323930858,1.6665316494777518,0.07890734890621258
16,90,0.7335,0.0488,0.5655,11,3.439538861264271,1.6962452513356787,0.28658721985718444
16,90,0.7335,0.0488,0.5655,11,3.519696423181705,1.7736148121019635,0.2921632221594827
16,90,0.7335,0.0488,0.5655,11,3.5715510660512684,1.5345307768316527,0.8740405784392311
16,90,0.7335,0.0488,0.5655,11,3.6841421386244075,1.763294721858286,0.6416948335322427
16,90,0.7335,0.0488,0.5655,11,3.880136383459069,1.4906799519966505,1.5789128629248375
16,90,0.7833,0.0488,0.5655,11,4.004038213820177,1.9943553298152163,0.8193657680099214
16,90,0.7335,0.0488,0.5655,11,4.019173432757528,2.006096301079469,0.8261542633561193
16,90,0.7955,0.0488,0.5655,11,4.1277302463194925,2.1343041002739866,0.7868522920910114
16,90,0.7335,0.0488,0.5655,11,4.427459487479181,2.3021522970236354,1.0506143809110917
16,90,0.7335,0.0488,0.5655,11,4.461138118926639,2.2427276959681968,1.236820845916884
16,90,0.7955,0.0488,0.5655,11,4.520939055887852,2.310412078809031,1.221053954157641
16,90,0.7335,0.0488,0.5885,11,4.679416281534429,2.432089505233575,1.2946535526017091
16,90,0.7335,0.0488,0.5655,11,2.9180055945443364,1.0633564965156062,0.5092981960574607
16,90,0.7335,0.0488,0.5655,11,3.3731725115833386,1.443854322681548,0.6586363778035815
16,90,0.7335,0.0488,0.5655,20,3.4204988750819294,1.2881526306985538,1.0646924887667508
