generations,population,crossover,mutation,elitism,bits,score,avg_fitness,std_dev
35,78,0.7832,0.0336,0.5659,23,5.042483473471113,1.265951213918352,0.5530645191055219
35,78,0.7975,0.0336,0.5659,23,5.080531906240945,1.1954738484319656,0.7701161156179595
35,82,0.7832,0.0336,0.5659,23,5.385759271732019,1.131345533705137,1.5088274760537648
35,78,0.7832,0.0336,0.5659,23,5.40544461557201,1.2781242386121332,1.2546407539197535
35,78,0.7975,0.0336,0.5659,23,5.407516266670171,1.6662678008702565,0.48249693159982804
35,78,0.7832,0.0336,0.5659,12,5.4856168383623425,1.3205622481435328,1.3301091804376195
35,78,0.7977,0.0336,0.5659,23,5.552958919270212,1.7810191895311545,0.5438794594781154
35,78,0.7832,0.0336,0.5659,23,5.571045960250377,1.5546326623014857,1.0328265958977825
35,78,0.7832,0.0336,0.5659,23,5.7081372548301035,1.5858888137760994,1.244496882108008
35,78,0.7832,0.0336,0.5659,23,5.9839113584143,2.2272289033001043,0.5133649102283909
35,78,0.7832,0.0336,0.5659,27,6.336887095054565,2.6777688344340183,0.3182365212410939
35,78,0.7832,0.0336,0.5659,23,6.5782786928958625,2.3149302632548148,1.5266968592820953
45,82,0.7832,0.0336,0.5659,23,6.59787833214027,1.6343173008389777,0.9271220626025837
35,78,0.7832,0.0336,0.5659,23,6.681298554765556,3.012151559024903,0.33829399148130646
35,78,0.7832,0.0336,0.5659,23,4.963220372294966,1.0696105178803912,0.7872197088291508
35,78,0.7832,0.0336,0.5659,23,4.9785711583921195,1.2532634834504681,0.45061534988330326
35,78,0.7975,0.0336,0.5659,23,5.8544007963983145,1.7237323299604748,1.2613369328756798
35,78,0.7832,0.0336,0.5659,23,6.05382422357182,2.2526794695177306,0.6022895081081793
35,82,0.7832,0.0336,0.5659,23,6.060075370983928,2.050197924377223,1.0197548932134102
35,78,0.7975,0.0336,0.5659,12,6.123949192746831,1.949688860314581,1.3485206648644994
35,78,0.7832,0.0336,0.5659,19,6.359718926013542,2.48519939557099,0.749039060885106
35,78,0.7975,0.0336,0.5659,23,6.39172963729955,2.7682136145556466,0.24703204548780605
35,78,0.7832,0.0336,0.5659,23,6.4110771484796505,2.2118181099875134,1.398518076984275
35,78,0.7832,0.0336,0.5659,23,6.419046127599648,2.817819228156339,0.2024537988866182
35,78,0.7832,0.0336,0.5659,23,6.457084450021203,2.3050874377129835,1.303994024616438
35,78,0.7832,0.0336,0.5659,12,6.568505857831941,2.8016913026601866,0.5336291103435075
